name,connotation_1,connotation_2,connotation_3,connotation_4,connotation_5
barrington,prestigious,sophisticated,affluent,traditional,aristocratic
barron,wealth,power,nobility,authority,prestige
barry,friendly,reliable,traditional,approachable,down-to-earth
bart,the simpsons,mischievous,playful,prankster,rebellious
barth,biblical,germanic,intellectual,artistic,historical
bartholomew,biblical,traditional,scholarly,old-fashioned,dignified
bartlett,pear,surname,school,architect,researcher
bartley,traditional,strong,unique,masculine,vintage
bartolo,italian heritage,musical talent,strong personality,traditional values,artistic inclination
barton,english surname,historical,rural,strong,traditional
bartosz,polish origin,strong,traditional,masculine,reliable
baruch,blessed,fortunate,prosperous,divine favor,hebrew origin
bascom,surname,masculine,historical,unique,strong
basel,switzerland,art,finance,pharmaceuticals,history
bashar,bringer of good news,human,cheerful,leader,compassionate
bashir,bringer of good news,fortunate,blessed,joyful,optimistic
basia,polish origin,diminutive of barbara,exotic,feminine,affectionate
basil,herb,royalty,wisdom,tradition,strength
basilio,noble,regal,wise,strong,traditional
basma,smile,joy,happiness,warmth,positivity
bassam,smiling,cheerful,friendly,welcoming,joyful
bassel,brave,noble,strong,courageous,leader
bastian,strength,bravery,protection,nobility,adventure
bastien,french origin,strong,noble,artistic,sophisticated
bastion,strength,protection,defense,stability,resilience
basya,jewish,feminine,traditional,hebrew,graceful
bathsheba,biblical,adulterous,tragic,royal,seductive
batool,pure,chaste,devoted,virtuous,innocent
batoul,pure,chaste,virtuous,devoted,innocent
batsheva,biblical,hebrew,traditional,elegant,spiritual
batya,daughter of god,noble,strong,compassionate,wise
bauer,farmer,german heritage,strength,craftsmanship,tradition
bawi,cultural,unique,strong,traditional,respectful
baxter,strong,reliable,traditional,friendly,professional
bay,nature,water,serenity,coastal,adventure
baya,exotic,graceful,unique,artistic,vibrant
bayan,eloquence,communication,expression,clarity,storytelling
bayard,chivalry,bravery,nobility,loyalty,honor
bayden,modern,unique,strong,trendy,masculine
bayla,beautiful,graceful,strong,intelligent,kind
bayle,nature,strength,tranquility,uniqueness,modernity
baylea,nature,freshness,tranquility,uniqueness,modernity
baylee,youthful,cheerful,modern,friendly,creative
baylei,unique,modern,youthful,friendly,creative
bayleigh,modern,unique,feminine,trendy,youthful
baylen,unique,modern,strong,adventurous,creative
bayler,strength,leadership,uniqueness,modernity,resilience
bayley,unisex,modern,friendly,nature-inspired,youthful
bayli,unique,modern,friendly,youthful,creative
baylie,youthful,cheerful,energetic,friendly,creative
baylin,unique,modern,strong,nature-inspired,creative
baylon,unique,modern,strong,adventurous,creative
baylor,university,texas,bears,medical,waco
baylynn,unique,modern,feminine,nature-inspired,elegant
bayne,bane,pain,strength,darkness,mystery
bayron,strength,leadership,creativity,uniqueness,resilience
bea,short for beatrice,joyful,classic,elegant,friendly
beadie,delicate,vintage,unique,charming,quaint
bear,strength,protection,wilderness,courage,nurturing
bearett,strong,unique,modern,masculine,adventurous
beata,blessed,happy,joyful,serene,graceful
beatrice,joy,blessing,bringer of happiness,inspiration,virtue
beatris,elegant,classic,sophisticated,graceful,timeless
beatrix,joyful,adventurous,elegant,strong,creative
beatriz,joyful,intelligent,elegant,compassionate,strong
beau,handsome,charming,sophisticated,romantic,elegant
beauden,strength,leadership,charisma,athleticism,sophistication
beauford,southern,traditional,strong,vintage,dignified
beaulah,biblical,vintage,southern,feminine,graceful
beaumont,nobility,elegance,sophistication,wealth,prestige
beauregard,southern,aristocratic,historical,elegant,traditional
beautiful,attractive,elegant,graceful,charming,radiant
beautifull,grace,elegance,charm,radiance,delight
beauty,elegance,grace,charm,allure,radiance
beaux,elegant,artistic,sophisticated,charming,unique
bebe,baby,cute,playful,youthful,endearing
becca,friendly,approachable,energetic,creative,reliable
beck,musician,stream,surname,shortened form of rebecca,modern
becka,friendly,approachable,creative,energetic,reliable
beckam,athletic,stylish,successful,charismatic,modern
beckem,modern,strong,unique,athletic,trendy
becker,surname,german origin,occupational name,baker,professional
becket,thomas becket,historical,martyr,archbishop,saint
beckett,literary,strong,artistic,intellectual,unique
beckey,friendly,energetic,creative,kind,outgoing
beckham,david beckham,soccer,fame,fashion,england
becki,friendly,energetic,creative,approachable,youthful
beckie,friendly,energetic,outgoing,cheerful,approachable
beckley,english origin,small town charm,nature-inspired,historical,quaint
becky,youthful,trendy,basic,popular,preppy
bedford,english town,historical significance,classic car,prestigious university,affluent area
bee,nature,sweetness,industriousness,community,smallness
beecher,henry ward beecher,abolitionism,preacher,social reform,th century
behr,bear,strength,durability,german origin,paint brand
bejamin,biblical,youthful,intelligent,trustworthy,strong
bela,hungarian origin,beautiful,classical music,gender-neutral,historical significance
belal,beauty,strength,purity,loyalty,wisdom
belem,belém tower,amazon rainforest,portuguese heritage,historic port city,religious pilgrimage
belen,bethlehem,christmas,nativity,peace,tradition
belia,beautiful,pure,graceful,delicate,noble
belicia,beautiful,graceful,elegant,charming,sophisticated
belinda,beautiful,serene,graceful,noble,enchanting
belita,graceful,elegant,charming,delicate,sophisticated
belkis,queen,regal,wise,powerful,mysterious
belky,unique,exotic,feminine,strong,creative
bell,musical,elegant,classic,feminine,vintage
bella,beautiful,graceful,elegant,charming,delicate
belladonna,poisonous plant,beautiful woman,deadly nightshade,seductive allure,mysterious danger
bellagrace,elegance,beauty,grace,sophistication,charm
bellah,beautiful,graceful,elegant,charming,delicate
bellamarie,elegant,sophisticated,graceful,timeless,unique
bellami,beautiful,elegant,unique,sophisticated,charming
bellamie,beautiful friend,charming,graceful,elegant,kind-hearted
bellamy,beautiful friend,noble protector,charming companion,loyal ally,brave warrior
bellany,beautiful,artistic,elegant,unique,graceful
bellarose,elegance,beauty,romance,sophistication,grace
bellatrix,harry potter,villain,star,powerful,witch
belle,beauty,elegance,grace,charm,sophistication
belma,beautiful,graceful,serene,intelligent,kind
belton,strength,nobility,tradition,elegance,heritage
belva,strength,beauty,uniqueness,elegance,resilience
belvia,elegant,unique,vintage,graceful,feminine
belvin,unique,strong,noble,friendly,trustworthy
belynda,elegant,unique,graceful,strong,creative
ben,friendly,reliable,strong,approachable,intelligent
benaiah,warrior,loyal,brave,strong,faithful
benard,strong,dependable,traditional,wise,authoritative
bence,hungarian,strong,masculine,traditional,unique
benedetta,blessed,graceful,pious,noble,serene
benedetto,blessed,noble,religious,traditional,italian
benedict,betrayal,intelligence,sophistication,leadership,tradition
benelli,firearms,italian,motorcycles,quality,performance
benett,blessed,noble,strong,leader,trustworthy
benetta,elegant,unique,strong,feminine,classic
benicio,strong,charismatic,artistic,sophisticated,unique
benigno,kind,gentle,benevolent,gracious,compassionate
benita,blessed,kind,gentle,noble,joyful
benito,mussolini,italian,dictator,fascism,historical
benjaman,biblical,traditional,strong,reliable,intelligent
benjamen,biblical,traditional,strong,reliable,intelligent
benjamin,biblical,traditional,strong,intelligent,trustworthy
benjamine,classic,strong,traditional,noble,timeless
benjamyn,biblical,traditional,strong,unique,classic
benji,friendly,playful,youthful,loyal,approachable
benjie,friendly,approachable,youthful,playful,energetic
benjiman,biblical,traditional,strong,reliable,intelligent
benjy,youthful,friendly,playful,informal,affectionate
benn,friendly,reliable,strong,approachable,creative
bennet,literary,classic,noble,intelligent,romantic
bennett,blessed,noble,strong,reliable,intelligent
bennie,friendly,approachable,youthful,energetic,trustworthy
benny,friendly,playful,approachable,youthful,energetic
benoit,french origin,blessed,sophisticated,traditional,elegant
bensen,strength,reliability,intelligence,leadership,tradition
benson,strong,reliable,traditional,distinguished,trustworthy
bensyn,modern,unique,strong,trendy,creative
bentlee,luxury,sophistication,modernity,strength,elegance
bentleigh,sophisticated,modern,unique,elegant,strong
bentley,luxury,sophistication,wealth,elegance,prestige
bentli,luxury,sophistication,elegance,exclusivity,prestige
bentlie,luxury,sophistication,elegance,modernity,strength
bently,luxury,sophistication,elegance,wealth,prestige
bento,japanese lunch box,portuguese name,convenience,compact,nutritious meals
benton,strong,reliable,traditional,artistic,distinguished
bentzion,jewish heritage,religious devotion,strength,tradition,leadership
benuel,biblical,strong,unique,traditional,spiritual
benyamin,biblical,traditional,strong,wise,leader
benzion,hebrew origin,religious significance,traditional,strong,historical
berdena,unique,strong,vintage,feminine,elegant
berdie,whimsical,vintage,playful,affectionate,unique
berdine,strong,unique,feminine,vintage,elegant
bereket,abundance,blessing,prosperity,fertility,wealth
beren,tolkien character,heroic,romantic,mythical,adventurous
berenice,victory,strength,beauty,nobility,elegance
berenise,elegant,sophisticated,unique,strong,graceful
beretta,firearms,precision,italian heritage,quality,luxury
bergen,norwegian heritage,scenic landscapes,maritime history,cultural hub,academic excellence
berish,jewish heritage,strength,tradition,resilience,wisdom
berit,scandinavian,strong,classic,feminine,traditional
berk,mountain,strong,solid,reliable,leader
berkeley,university of california,intellectualism,liberalism,technology hub,affluence
berklee,music,education,creativity,excellence,innovation
berkleigh,unique,modern,sophisticated,nature-inspired,trendy
berkley,prestigious,intellectual,affluent,academic,sophisticated
berklie,unique,modern,strong,creative,sophisticated
berl,jewish heritage,strength,tradition,wisdom,resilience
berlin,history,culture,innovation,division,reunification
berlinda,strong,noble,beautiful,intelligent,graceful
berlyn,unique,modern,creative,strong,sophisticated
berlynn,unique,modern,feminine,elegant,sophisticated
berna,strength,nature,resilience,warmth,heritage
bernabe,strong,noble,brave,leader,protector
bernadean,strong,elegant,unique,classic,feminine
bernadene,strong,graceful,classic,sophisticated,nurturing
bernadette,saintly,strong,classic,feminine,french
bernadine,strong,noble,classic,elegant,compassionate
bernard,strong,brave,noble,wise,protector
bernarda,strength,nobility,tradition,resilience,leadership
bernardine,saintly,strong,classic,sophisticated,nurturing
bernardino,saintly,historical,italian,noble,religious
bernardo,strength,nobility,wisdom,leadership,bravery
bernece,elegant,vintage,sophisticated,classic,graceful
berneda,unique,elegant,strong,feminine,timeless
berneice,elegant,vintage,strong,sophisticated,classic
bernell,unique,strong,classic,distinguished,warm
bernerd,strong,noble,reliable,wise,leader
bernestine,unique,elegant,strong,classic,distinguished
berneta,elegant,unique,vintage,sophisticated,strong
bernetta,strong,elegant,unique,classic,feminine
bernette,elegant,sophisticated,unique,classic,strong
bernhard,strength,bravery,leadership,tradition,wisdom
bernhardt,strength,nobility,tradition,leadership,resilience
bernice,victory,strength,nobility,grace,wisdom
bernie,bernard,friendly,approachable,old-fashioned,political
berniece,strength,elegance,wisdom,resilience,grace
bernis,strength,wisdom,leadership,reliability,creativity
bernita,unique,elegant,strong,classic,feminine
bernyce,elegant,classic,unique,strong,timeless
beronica,strong,elegant,unique,sophisticated,timeless
berry,fruit,sweetness,nature,health,freshness
bert,friendly,old-fashioned,reliable,humorous,down-to-earth
berta,strong,traditional,nurturing,reliable,hardworking
bertha,old-fashioned,strong,large,maternal,germanic
berthold,strength,nobility,leadership,tradition,wisdom
bertie,friendly,old-fashioned,british,playful,diminutive
bertil,swedish origin,strong,traditional,masculine,reliable
bertina,strong,noble,creative,independent,elegant
bertis,unique,vintage,strong,classic,distinguished
berton,strong,traditional,reliable,sophisticated,classic
bertram,old-fashioned,noble,intellectual,serious,strong
bertrand,intellectual,sophisticated,traditional,strong,distinguished
berwyn,welsh origin,fair-haired friend,place name,nature-inspired,historical significance
beryl,gemstone,elegance,rarity,sophistication,nature
beryle,precious,elegant,vintage,unique,sophisticated
bess,elizabeth,vintage,classic,friendly,warm
besse,elizabeth,vintage,strong,classic,feminine
bessie,old-fashioned,southern,friendly,cow,vintage
betania,biblical,serene,spiritual,nurturing,traditional
beth,elizabeth,warmth,kindness,reliability,simplicity
bethaney,graceful,compassionate,intelligent,creative,loyal
bethani,elegant,unique,modern,graceful,sophisticated
bethania,biblical,spiritual,serene,traditional,graceful
bethanie,graceful,nurturing,compassionate,serene,spiritual
bethann,friendly,nurturing,traditional,creative,dependable
bethanne,elegant,classic,feminine,sophisticated,timeless
bethany,biblical,serene,traditional,feminine,hospitable
bethel,house of god,place of worship,sacred space,spiritual sanctuary,holy ground
betheny,elegant,classic,gentle,sophisticated,nurturing
bethlehem,jesus' birthplace,christmas,nativity,biblical significance,city of david
bethsaida,biblical,healing,miraculous,historical,spiritual
